CustomerKey,CustomerID,FirstName,LastName,CustomerSegment,CreditScore,RiskBand,HomeBranchKey,RelationshipStartYear,State
1308,CUST001308,Jennifer,Jones,Mass Market,583,High,12,2017,NY
1309,CUST001309,Elizabeth,Martinez,Affluent,709,Medium,29,2021,IL
1310,CUST001310,Patricia,Jones,Affluent,733,Medium,13,2017,NY
1311,CUST001311,Raj,Rodriguez,Mass Market,816,Low,1,2024,MA
1312,CUST001312,Sofia,Kim,Mass Market,643,High,1,2022,NC
1313,CUST001313,Linda,Miller,Mass Market,727,Medium,38,2022,MA
1314,CUST001314,Priya,Anderson,Affluent,733,Medium,6,2022,NC
1315,CUST001315,James,Davis,Affluent,686,Medium,36,2024,IL
1316,CUST001316,Lucas,Kim,Mass Market,726,Medium,14,2024,NY
1317,CUST001317,Robert,Johnson,Affluent,726,Medium,23,2017,NY
1318,CUST001318,Mary,Ali,Mass Market,653,High,37,2017,NC
1319,CUST001319,Maria,Williams,Mass Market,597,High,4,2019,CA
1320,CUST001320,Jennifer,Garcia,Small Business,714,Medium,19,2021,NC
1321,CUST001321,Noah,Kim,Mass Market,795,Low,12,2024,MA
1322,CUST001322,Jose,Johnson,Affluent,712,Medium,6,2024,IL
1323,CUST001323,Jose,Gonzalez,Mass Market,612,High,5,2020,GA
1324,CUST001324,John,Martinez,Mass Market,573,High,31,2023,TX
1325,CUST001325,Ethan,Rodriguez,Mass Market,567,High,22,2016,AZ
1326,CUST001326,Liam,Miller,Mass Market,681,Medium,14,2021,NC
1327,CUST001327,Patricia,Chen,Affluent,743,Low,34,2015,CA
1328,CUST001328,Isabella,Murphy,Mass Market,717,Medium,39,2022,IL
1329,CUST001329,Emma,Hernandez,Mass Market,684,Medium,17,2021,AZ
1330,CUST001330,Emma,Lopez,Mass Market,702,Medium,9,2024,NC
1331,CUST001331,Sofia,Nguyen,Mass Market,794,Low,32,2024,MA
1332,CUST001332,Emma,Davis,Mass Market,777,Low,19,2017,FL
1333,CUST001333,Patricia,Smith,Mass Market,773,Low,30,2015,CA
1334,CUST001334,Mei,Singh,Mass Market,760,Low,27,2018,GA
1335,CUST001335,Maria,Lopez,Mass Market,735,Medium,36,2015,FL
1336,CUST001336,Lucas,Miller,High Net Worth,726,Medium,19,2015,IL
1337,CUST001337,Elizabeth,Martinez,Small Business,698,Medium,33,2016,AZ
1338,CUST001338,Raj,Smith,Mass Market,709,Medium,8,2020,WA
1339,CUST001339,Wei,Cook,Affluent,701,Medium,37,2020,NC
1340,CUST001340,Jennifer,Miller,Mass Market,808,Low,22,2015,WA
1341,CUST001341,Sofia,Johnson,Mass Market,667,Medium,9,2022,MA
1342,CUST001342,Lucas,Anderson,Small Business,620,High,35,2017,WA
1343,CUST001343,Mei,Wilson,Mass Market,663,Medium,4,2022,AZ
1344,CUST001344,Noah,Cook,Affluent,758,Low,21,2019,AZ
1345,CUST001345,James,Miller,Small Business,662,Medium,37,2023,WA
1346,CUST001346,John,Jones,Affluent,733,Medium,18,2020,NY
1347,CUST001347,Wei,Khan,High Net Worth,723,Medium,35,2020,TX
1348,CUST001348,Emma,Gonzalez,Mass Market,659,High,12,2024,NC
1349,CUST001349,Mei,Martinez,Affluent,740,Low,21,2016,NY
1350,CUST001350,Priya,Williams,Mass Market,683,Medium,32,2019,FL
1351,CUST001351,Ahmed,Martinez,Affluent,776,Low,14,2020,AZ
1352,CUST001352,Jennifer,Brown,Mass Market,621,High,24,2019,NY
1353,CUST001353,John,Anderson,Mass Market,715,Medium,33,2018,NY
1354,CUST001354,Liam,Jones,Mass Market,729,Medium,13,2022,WA
1355,CUST001355,Isabella,Nguyen,Mass Market,641,High,20,2022,WA
1356,CUST001356,Raj,Brown,Mass Market,629,High,34,2017,TX
1357,CUST001357,Isabella,Johnson,Mass Market,809,Low,30,2018,GA
1358,CUST001358,Patricia,Smith,Mass Market,668,Medium,20,2023,NY
1359,CUST001359,John,Hernandez,Affluent,758,Low,30,2024,NY
1360,CUST001360,Liam,Ali,Affluent,760,Low,20,2016,NY
1361,CUST001361,Raj,Martinez,Small Business,632,High,14,2024,WA
1362,CUST001362,Michael,Martinez,Mass Market,704,Medium,18,2018,AZ
1363,CUST001363,Raj,Anderson,Affluent,746,Low,8,2020,IL
1364,CUST001364,Jennifer,Rodriguez,Mass Market,809,Low,8,2017,NY
1365,CUST001365,Olivia,Nguyen,Mass Market,700,Medium,7,2024,FL
1366,CUST001366,Jose,Kim,Mass Market,743,Low,21,2023,IL
1367,CUST001367,Ethan,Martinez,Mass Market,746,Low,37,2017,FL
1368,CUST001368,John,Martinez,Affluent,727,Medium,40,2017,WA
1369,CUST001369,Ahmed,Johnson,Affluent,836,Low,9,2023,NY
1370,CUST001370,Ava,Johnson,Mass Market,637,High,7,2022,GA
1371,CUST001371,John,Wilson,Affluent,667,Medium,26,2015,TX
1372,CUST001372,Noah,Khan,Affluent,648,High,29,2024,NC
1373,CUST001373,Elizabeth,Hernandez,Small Business,683,Medium,13,2020,AZ
1374,CUST001374,Raj,Anderson,Mass Market,565,High,37,2016,TX
1375,CUST001375,Mei,Murphy,Mass Market,641,High,30,2016,CA
1376,CUST001376,Elizabeth,Ali,Mass Market,690,Medium,30,2022,MA
1377,CUST001377,Linda,Jones,Small Business,723,Medium,40,2018,IL
1378,CUST001378,Wei,Garcia,Mass Market,663,Medium,22,2020,WA
1379,CUST001379,Sofia,Smith,Affluent,708,Medium,5,2022,MA
1380,CUST001380,Jose,Patel,Mass Market,655,High,30,2016,TX
1381,CUST001381,Raj,Lopez,Mass Market,727,Medium,39,2019,NC
1382,CUST001382,Liam,Brown,High Net Worth,743,Low,26,2017,CA
1383,CUST001383,Olivia,Khan,Affluent,708,Medium,5,2020,IL
1384,CUST001384,Ahmed,Gonzalez,Mass Market,713,Medium,38,2023,GA
1385,CUST001385,Emma,Davis,Mass Market,696,Medium,36,2018,TX
1386,CUST001386,Wei,Williams,Mass Market,573,High,22,2022,FL
1387,CUST001387,Priya,Wilson,Mass Market,763,Low,37,2024,WA
1388,CUST001388,Ethan,Davis,Affluent,718,Medium,12,2023,CA
1389,CUST001389,Sofia,Brown,Mass Market,609,High,38,2024,NC
1390,CUST001390,Maria,Kim,Mass Market,594,High,7,2022,MA
1391,CUST001391,Elizabeth,Gonzalez,Small Business,768,Low,5,2017,NC
1392,CUST001392,Ava,Singh,Mass Market,540,High,25,2016,WA
1393,CUST001393,Lucas,Ali,Mass Market,719,Medium,4,2022,CA
1394,CUST001394,Robert,Chen,Affluent,778,Low,1,2018,TX
1395,CUST001395,Ahmed,Kim,Affluent,722,Medium,19,2017,GA
1396,CUST001396,Noah,Anderson,Mass Market,801,Low,13,2024,FL
1397,CUST001397,Elizabeth,Chen,Mass Market,620,High,20,2020,GA
1398,CUST001398,John,Chen,Affluent,764,Low,1,2020,NC
1399,CUST001399,Wei,Jones,Mass Market,697,Medium,19,2023,NY
1400,CUST001400,Olivia,Johnson,Mass Market,812,Low,1,2020,AZ
1401,CUST001401,Patricia,Martinez,Mass Market,670,Medium,2,2020,FL
1402,CUST001402,Ethan,Chen,Mass Market,719,Medium,26,2021,WA
1403,CUST001403,Wei,Gonzalez,Mass Market,697,Medium,28,2021,AZ
1404,CUST001404,Ava,Garcia,Mass Market,583,High,31,2018,TX
1405,CUST001405,Olivia,Gonzalez,Mass Market,679,Medium,24,2018,GA
1406,CUST001406,Elizabeth,Ali,Mass Market,648,High,9,2017,TX
1407,CUST001407,John,Khan,Mass Market,697,Medium,2,2015,TX
1408,CUST001408,Ava,Wilson,Mass Market,721,Medium,9,2022,CA
1409,CUST001409,Lucas,Wilson,Mass Market,783,Low,30,2017,NC
1410,CUST001410,Emma,Garcia,Affluent,635,High,30,2021,AZ
1411,CUST001411,Olivia,Anderson,Affluent,740,Low,25,2021,WA
1412,CUST001412,Jennifer,Wilson,Mass Market,599,High,39,2018,NY
1413,CUST001413,Sofia,Cook,High Net Worth,799,Low,16,2024,AZ
1414,CUST001414,Priya,Kim,Mass Market,845,Low,37,2019,WA
1415,CUST001415,Mary,Chen,Mass Market,666,Medium,31,2015,WA
1416,CUST001416,Noah,Patel,Mass Market,634,High,6,2016,TX
1417,CUST001417,Raj,Rodriguez,Affluent,718,Medium,30,2023,AZ
1418,CUST001418,Liam,Singh,High Net Worth,735,Medium,6,2016,FL
1419,CUST001419,Lucas,Cook,Mass Market,502,High,5,2022,AZ
1420,CUST001420,Elizabeth,Singh,Mass Market,708,Medium,4,2024,WA
1421,CUST001421,Raj,Smith,Affluent,737,Medium,31,2023,MA
1422,CUST001422,Sofia,Chen,Mass Market,636,High,22,2023,GA
1423,CUST001423,Mei,Martinez,Affluent,690,Medium,19,2020,TX
1424,CUST001424,Ethan,Singh,Mass Market,748,Low,20,2015,NC
1425,CUST001425,Mary,Khan,Affluent,796,Low,31,2019,NC
1426,CUST001426,Noah,Johnson,Affluent,745,Low,19,2017,NC
1427,CUST001427,Elizabeth,Patel,Affluent,646,High,6,2015,TX
1428,CUST001428,John,Rodriguez,Affluent,731,Medium,17,2023,TX
1429,CUST001429,David,Rodriguez,Mass Market,713,Medium,17,2024,NY
1430,CUST001430,Emma,Garcia,High Net Worth,769,Low,38,2016,TX
1431,CUST001431,Jose,Garcia,Mass Market,677,Medium,17,2022,FL
1432,CUST001432,Jennifer,Nguyen,Affluent,708,Medium,3,2022,WA
1433,CUST001433,Robert,Singh,High Net Worth,770,Low,10,2016,MA
1434,CUST001434,Raj,Gonzalez,Mass Market,755,Low,16,2021,MA
1435,CUST001435,Michael,Chen,Small Business,720,Medium,23,2017,NY
1436,CUST001436,Raj,Brown,Mass Market,650,High,4,2019,TX
1437,CUST001437,Wei,Patel,Mass Market,669,Medium,20,2022,MA
1438,CUST001438,Linda,Gonzalez,Small Business,784,Low,25,2023,MA
1439,CUST001439,Robert,Nguyen,Mass Market,614,High,28,2019,NY
1440,CUST001440,Mei,Anderson,Mass Market,641,High,25,2019,WA
1441,CUST001441,Ava,Johnson,Mass Market,676,Medium,7,2023,AZ
1442,CUST001442,Priya,Singh,Mass Market,646,High,18,2020,WA
1443,CUST001443,David,Brown,Affluent,798,Low,17,2019,NC
1444,CUST001444,Ahmed,Ali,Mass Market,757,Low,16,2021,NC
1445,CUST001445,Liam,Hernandez,Mass Market,675,Medium,12,2018,WA
1446,CUST001446,James,Ali,Mass Market,837,Low,1,2023,CA
1447,CUST001447,Priya,Brown,Affluent,752,Low,34,2015,CA
1448,CUST001448,Jose,Davis,Mass Market,795,Low,19,2022,IL
1449,CUST001449,Mary,Smith,Affluent,802,Low,40,2018,CA
1450,CUST001450,Emma,Ali,Affluent,758,Low,14,2015,NC
1451,CUST001451,Ethan,Brown,Affluent,688,Medium,6,2016,NC
1452,CUST001452,Wei,Ali,Affluent,742,Low,37,2017,TX
1453,CUST001453,Ethan,Garcia,Affluent,707,Medium,17,2016,IL
1454,CUST001454,Ava,Williams,Mass Market,727,Medium,30,2022,IL
1455,CUST001455,Ethan,Ali,High Net Worth,792,Low,21,2021,IL
1456,CUST001456,Raj,Williams,Affluent,749,Low,18,2017,NY
1457,CUST001457,Wei,Hernandez,Mass Market,744,Low,4,2021,IL
1458,CUST001458,Jennifer,Anderson,Mass Market,711,Medium,5,2019,MA
1459,CUST001459,Emma,Gonzalez,Affluent,735,Medium,12,2018,MA
1460,CUST001460,Robert,Kim,Affluent,685,Medium,28,2016,FL
1461,CUST001461,Lucas,Brown,Mass Market,645,High,29,2024,IL
1462,CUST001462,Mary,Williams,Mass Market,619,High,5,2016,NC
1463,CUST001463,Raj,Anderson,Mass Market,749,Low,2,2019,MA
1464,CUST001464,Lucas,Khan,Mass Market,679,Medium,1,2017,NY
1465,CUST001465,David,Jones,Mass Market,705,Medium,22,2021,GA
1466,CUST001466,James,Nguyen,Mass Market,656,High,32,2024,MA
1467,CUST001467,Wei,Cook,Affluent,789,Low,5,2021,AZ
1468,CUST001468,James,Gonzalez,Mass Market,731,Medium,31,2018,CA
1469,CUST001469,Olivia,Lopez,Affluent,744,Low,22,2024,IL
1470,CUST001470,Mary,Khan,Affluent,737,Medium,6,2021,WA
1471,CUST001471,Maria,Williams,Mass Market,632,High,30,2023,IL
1472,CUST001472,Jennifer,Kim,Affluent,712,Medium,3,2018,GA
1473,CUST001473,Elizabeth,Murphy,Mass Market,583,High,25,2018,CA
1474,CUST001474,Sofia,Williams,Affluent,767,Low,29,2020,FL
1475,CUST001475,Mary,Miller,Affluent,772,Low,2,2017,NC
1476,CUST001476,Sofia,Gonzalez,Mass Market,743,Low,5,2018,AZ
1477,CUST001477,Sofia,Kim,Mass Market,623,High,29,2019,NY
1478,CUST001478,Maria,Johnson,Mass Market,790,Low,22,2015,NY
1479,CUST001479,Patricia,Miller,Mass Market,666,Medium,34,2021,MA
1480,CUST001480,Robert,Cook,Mass Market,724,Medium,38,2023,FL
1481,CUST001481,Mary,Cook,Mass Market,603,High,10,2016,MA
1482,CUST001482,Sofia,Singh,High Net Worth,820,Low,3,2015,FL
1483,CUST001483,James,Garcia,High Net Worth,803,Low,4,2017,IL
1484,CUST001484,Ahmed,Singh,Small Business,693,Medium,11,2016,NC
1485,CUST001485,Patricia,Brown,Affluent,718,Medium,32,2016,NC
1486,CUST001486,Linda,Williams,Mass Market,735,Medium,13,2024,GA
1487,CUST001487,Mei,Cook,Mass Market,771,Low,26,2020,WA
1488,CUST001488,Ava,Chen,Affluent,703,Medium,35,2016,TX
1489,CUST001489,Mei,Miller,Affluent,735,Medium,3,2020,NC
1490,CUST001490,Maria,Williams,Mass Market,654,High,8,2017,IL
1491,CUST001491,Raj,Wilson,Mass Market,775,Low,11,2017,WA
1492,CUST001492,Jennifer,Anderson,Mass Market,648,High,16,2023,NC
1493,CUST001493,Robert,Brown,Mass Market,605,High,40,2015,GA
1494,CUST001494,James,Patel,Mass Market,738,Medium,6,2017,NY
1495,CUST001495,Jennifer,Williams,Affluent,800,Low,38,2015,IL
1496,CUST001496,Ethan,Patel,Mass Market,734,Medium,9,2021,FL
1497,CUST001497,Lucas,Rodriguez,Affluent,788,Low,34,2017,MA
1498,CUST001498,Linda,Garcia,Affluent,830,Low,40,2021,NY
1499,CUST001499,Jennifer,Murphy,High Net Worth,837,Low,32,2024,NC
1500,CUST001500,Lucas,Martinez,Small Business,806,Low,23,2016,GA
1501,CUST001501,Olivia,Davis,Affluent,819,Low,13,2015,CA
1502,CUST001502,Patricia,Singh,Mass Market,655,High,24,2023,AZ
1503,CUST001503,Linda,Anderson,Mass Market,739,Medium,14,2023,IL
1504,CUST001504,Michael,Brown,Small Business,718,Medium,10,2015,MA
1505,CUST001505,Jennifer,Garcia,Mass Market,587,High,3,2022,NY
1506,CUST001506,Elizabeth,Miller,Small Business,717,Medium,28,2020,IL
1507,CUST001507,Emma,Anderson,Small Business,771,Low,3,2020,CA
1508,CUST001508,Olivia,Garcia,Affluent,764,Low,11,2015,NY
1509,CUST001509,Liam,Brown,Mass Market,685,Medium,5,2022,FL
1510,CUST001510,Noah,Chen,Affluent,710,Medium,21,2022,GA
1511,CUST001511,Isabella,Ali,Affluent,765,Low,21,2018,FL
1512,CUST001512,Maria,Davis,Mass Market,678,Medium,7,2016,FL
1513,CUST001513,Michael,Gonzalez,Mass Market,767,Low,15,2021,CA
1514,CUST001514,Noah,Patel,Affluent,788,Low,4,2022,GA
1515,CUST001515,Michael,Singh,Mass Market,718,Medium,30,2017,TX
1516,CUST001516,Jose,Jones,Mass Market,618,High,30,2021,FL
1517,CUST001517,David,Miller,Mass Market,662,Medium,22,2020,TX
1518,CUST001518,Ethan,Chen,Affluent,821,Low,4,2015,IL
1519,CUST001519,Patricia,Anderson,Affluent,763,Low,30,2017,GA
1520,CUST001520,Raj,Hernandez,Affluent,799,Low,15,2017,IL
1521,CUST001521,Jennifer,Khan,Affluent,695,Medium,40,2024,TX
1522,CUST001522,Olivia,Davis,Mass Market,850,Low,6,2024,GA
1523,CUST001523,Sofia,Miller,Mass Market,574,High,38,2023,MA
1524,CUST001524,David,Smith,Small Business,739,Medium,28,2022,FL
1525,CUST001525,Maria,Wilson,Mass Market,568,High,38,2018,FL
1526,CUST001526,Robert,Chen,Mass Market,767,Low,1,2024,GA
1527,CUST001527,Mary,Patel,Mass Market,633,High,33,2015,NY
1528,CUST001528,Liam,Gonzalez,Mass Market,679,Medium,31,2021,CA
1529,CUST001529,Sofia,Davis,High Net Worth,791,Low,6,2022,AZ
1530,CUST001530,Ethan,Cook,Mass Market,745,Low,27,2015,FL
1531,CUST001531,Jose,Martinez,High Net Worth,774,Low,16,2017,CA
1532,CUST001532,Sofia,Ali,Affluent,749,Low,20,2015,TX
1533,CUST001533,Noah,Cook,Mass Market,710,Medium,38,2022,NY
1534,CUST001534,Ahmed,Jones,Mass Market,695,Medium,26,2022,TX
1535,CUST001535,Lucas,Anderson,Affluent,731,Medium,1,2020,CA
1536,CUST001536,Ethan,Hernandez,Mass Market,656,High,34,2021,NY
1537,CUST001537,Priya,Rodriguez,Small Business,728,Medium,40,2019,AZ
1538,CUST001538,Mei,Miller,Small Business,726,Medium,6,2024,NC
1539,CUST001539,Isabella,Johnson,Mass Market,643,High,33,2020,WA
1540,CUST001540,Patricia,Gonzalez,Mass Market,677,Medium,24,2015,MA
1541,CUST001541,Mary,Lopez,Mass Market,568,High,24,2024,TX
1542,CUST001542,Ethan,Williams,Mass Market,673,Medium,36,2023,FL
1543,CUST001543,Maria,Davis,Mass Market,570,High,35,2017,CA
1544,CUST001544,Isabella,Chen,Affluent,719,Medium,14,2022,FL
1545,CUST001545,Jose,Rodriguez,Mass Market,618,High,33,2020,GA
1546,CUST001546,Mary,Williams,Mass Market,636,High,24,2019,WA
1547,CUST001547,Sofia,Nguyen,Mass Market,785,Low,34,2022,CA
1548,CUST001548,Ethan,Kim,Mass Market,610,High,35,2022,IL
1549,CUST001549,Emma,Lopez,Mass Market,663,Medium,5,2022,FL
1550,CUST001550,John,Williams,Mass Market,713,Medium,26,2022,TX
1551,CUST001551,John,Brown,High Net Worth,712,Medium,11,2019,IL
1552,CUST001552,Ethan,Jones,Mass Market,679,Medium,32,2016,TX
1553,CUST001553,Liam,Khan,Affluent,750,Low,2,2018,IL
1554,CUST001554,Ava,Kim,Mass Market,615,High,9,2021,MA
1555,CUST001555,Priya,Anderson,Mass Market,590,High,2,2020,IL
1556,CUST001556,John,Smith,Mass Market,744,Low,15,2018,AZ
1557,CUST001557,Priya,Chen,Mass Market,557,High,22,2020,WA
1558,CUST001558,Noah,Ali,Affluent,722,Medium,34,2022,AZ
1559,CUST001559,Ahmed,Martinez,Mass Market,606,High,37,2022,TX
1560,CUST001560,Jennifer,Rodriguez,Affluent,635,High,15,2019,MA
1561,CUST001561,Elizabeth,Johnson,Mass Market,769,Low,10,2020,WA
1562,CUST001562,Ahmed,Garcia,High Net Worth,803,Low,40,2019,TX
1563,CUST001563,Elizabeth,Garcia,Mass Market,775,Low,12,2023,TX
1564,CUST001564,Linda,Brown,Small Business,717,Medium,3,2017,WA
1565,CUST001565,Robert,Anderson,High Net Worth,738,Medium,17,2024,WA
1566,CUST001566,Michael,Kim,Mass Market,655,High,3,2017,WA
1567,CUST001567,Robert,Lopez,Affluent,590,High,29,2020,AZ
1568,CUST001568,Olivia,Martinez,Affluent,673,Medium,8,2017,NY
1569,CUST001569,Sofia,Jones,Mass Market,670,Medium,30,2021,WA
1570,CUST001570,James,Cook,Mass Market,763,Low,35,2017,AZ
1571,CUST001571,Lucas,Murphy,Mass Market,655,High,19,2020,MA
1572,CUST001572,Raj,Chen,Mass Market,714,Medium,10,2019,NC
1573,CUST001573,Maria,Murphy,Small Business,724,Medium,8,2022,MA
1574,CUST001574,Robert,Ali,Mass Market,602,High,36,2015,CA
1575,CUST001575,James,Gonzalez,Mass Market,603,High,40,2019,FL
1576,CUST001576,Jose,Williams,Mass Market,736,Medium,21,2022,NY
1577,CUST001577,Lucas,Miller,Mass Market,627,High,38,2024,AZ
1578,CUST001578,Mei,Rodriguez,Mass Market,718,Medium,13,2018,NY
1579,CUST001579,Olivia,Anderson,Mass Market,626,High,6,2016,AZ
1580,CUST001580,Michael,Patel,Mass Market,639,High,21,2021,NC
1581,CUST001581,Liam,Johnson,Affluent,757,Low,24,2024,GA
1582,CUST001582,Ethan,Wilson,Small Business,699,Medium,24,2017,GA
1583,CUST001583,James,Martinez,Mass Market,665,Medium,23,2020,WA
1584,CUST001584,Ahmed,Kim,Affluent,695,Medium,6,2019,FL
1585,CUST001585,Isabella,Wilson,Mass Market,698,Medium,29,2022,IL
1586,CUST001586,Mei,Cook,Affluent,701,Medium,28,2017,GA
1587,CUST001587,Noah,Singh,Affluent,763,Low,6,2017,TX
1588,CUST001588,Elizabeth,Patel,Mass Market,621,High,34,2018,WA
1589,CUST001589,Noah,Gonzalez,Mass Market,664,Medium,6,2016,NY
1590,CUST001590,Lucas,Rodriguez,Mass Market,727,Medium,27,2021,TX
1591,CUST001591,Ahmed,Murphy,Mass Market,710,Medium,37,2023,TX
1592,CUST001592,Jennifer,Gonzalez,Affluent,756,Low,19,2018,AZ
1593,CUST001593,Mary,Martinez,Affluent,733,Medium,38,2022,IL
1594,CUST001594,Olivia,Cook,Mass Market,607,High,30,2022,FL
1595,CUST001595,Mei,Smith,Mass Market,748,Low,10,2015,IL
1596,CUST001596,Lucas,Khan,Mass Market,688,Medium,31,2019,CA
1597,CUST001597,Priya,Garcia,Mass Market,644,High,32,2019,FL
1598,CUST001598,Patricia,Rodriguez,High Net Worth,754,Low,32,2015,CA
1599,CUST001599,Isabella,Lopez,Mass Market,801,Low,38,2024,MA
1600,CUST001600,Priya,Rodriguez,Mass Market,675,Medium,31,2024,CA
1601,CUST001601,Liam,Cook,Mass Market,825,Low,37,2020,NY
1602,CUST001602,Jennifer,Chen,Small Business,632,High,4,2019,TX
1603,CUST001603,Ahmed,Murphy,Affluent,792,Low,9,2020,WA
1604,CUST001604,Mary,Rodriguez,Mass Market,664,Medium,24,2017,GA
1605,CUST001605,Mary,Martinez,Mass Market,648,High,19,2020,AZ
1606,CUST001606,Liam,Miller,Mass Market,612,High,12,2016,CA
1607,CUST001607,Raj,Garcia,Mass Market,691,Medium,35,2024,WA
1608,CUST001608,Ava,Martinez,Mass Market,752,Low,18,2020,WA
1609,CUST001609,Olivia,Chen,Mass Market,693,Medium,23,2016,TX
1610,CUST001610,Robert,Nguyen,Mass Market,654,High,19,2015,WA
1611,CUST001611,Priya,Hernandez,Affluent,670,Medium,11,2022,CA
1612,CUST001612,Robert,Nguyen,Mass Market,668,Medium,15,2018,FL
1613,CUST001613,Emma,Murphy,Affluent,751,Low,34,2023,AZ
1614,CUST001614,Ethan,Brown,Mass Market,627,High,27,2023,MA
1615,CUST001615,Patricia,Jones,Mass Market,775,Low,2,2016,MA
1616,CUST001616,Elizabeth,Murphy,Mass Market,655,High,24,2020,TX
1617,CUST001617,Emma,Nguyen,Affluent,754,Low,22,2022,TX
1618,CUST001618,James,Cook,Mass Market,658,High,8,2019,FL
1619,CUST001619,Ethan,Jones,Affluent,773,Low,15,2017,IL
1620,CUST001620,Michael,Jones,Mass Market,697,Medium,6,2017,GA
1621,CUST001621,John,Smith,Mass Market,797,Low,31,2016,GA
1622,CUST001622,Michael,Brown,Mass Market,699,Medium,3,2015,AZ
1623,CUST001623,Mary,Patel,Mass Market,725,Medium,8,2024,IL
1624,CUST001624,John,Martinez,Mass Market,703,Medium,1,2015,CA
1625,CUST001625,Emma,Miller,Mass Market,607,High,38,2016,FL
1626,CUST001626,Ava,Lopez,Affluent,791,Low,2,2017,CA
1627,CUST001627,Isabella,Rodriguez,Small Business,728,Medium,38,2017,WA
1628,CUST001628,Jennifer,Nguyen,Mass Market,727,Medium,40,2020,FL
1629,CUST001629,Noah,Williams,Mass Market,759,Low,7,2023,NC
1630,CUST001630,Liam,Miller,Affluent,786,Low,13,2015,IL
1631,CUST001631,Raj,Kim,Small Business,650,High,1,2017,CA
1632,CUST001632,Liam,Murphy,Mass Market,600,High,31,2018,WA
1633,CUST001633,Jennifer,Anderson,Mass Market,632,High,7,2024,TX
1634,CUST001634,Wei,Wilson,Affluent,683,Medium,14,2020,AZ
1635,CUST001635,Priya,Brown,Small Business,684,Medium,21,2018,CA
1636,CUST001636,Patricia,Nguyen,Small Business,646,High,9,2022,MA
1637,CUST001637,Ethan,Martinez,Mass Market,613,High,36,2020,NY
1638,CUST001638,Maria,Patel,Small Business,726,Medium,8,2016,GA
1639,CUST001639,Ahmed,Singh,Mass Market,574,High,20,2019,MA
1640,CUST001640,Olivia,Wilson,Mass Market,690,Medium,19,2018,GA
1641,CUST001641,John,Patel,Affluent,777,Low,24,2018,TX
1642,CUST001642,Ava,Patel,Mass Market,747,Low,7,2015,GA
1643,CUST001643,Liam,Ali,High Net Worth,799,Low,6,2022,CA
1644,CUST001644,Wei,Gonzalez,Mass Market,738,Medium,38,2017,CA
1645,CUST001645,John,Lopez,Mass Market,734,Medium,13,2017,WA
1646,CUST001646,Emma,Gonzalez,Mass Market,611,High,8,2018,FL
1647,CUST001647,Isabella,Patel,Mass Market,671,Medium,18,2021,NC
1648,CUST001648,David,Khan,Affluent,766,Low,26,2024,WA
1649,CUST001649,Ava,Singh,Mass Market,654,High,26,2022,MA
1650,CUST001650,David,Jones,Mass Market,655,High,30,2023,CA
1651,CUST001651,David,Patel,Mass Market,706,Medium,32,2016,FL
1652,CUST001652,James,Brown,Mass Market,809,Low,4,2017,CA
1653,CUST001653,Ava,Smith,Mass Market,744,Low,12,2022,GA
1654,CUST001654,Ava,Hernandez,Mass Market,576,High,10,2024,IL
1655,CUST001655,Emma,Brown,Mass Market,698,Medium,5,2024,AZ
1656,CUST001656,Mei,Anderson,High Net Worth,744,Low,13,2022,IL
1657,CUST001657,Sofia,Nguyen,Mass Market,749,Low,17,2022,AZ
1658,CUST001658,Mei,Kim,Small Business,778,Low,35,2020,NY
1659,CUST001659,Priya,Brown,Affluent,825,Low,25,2015,MA
1660,CUST001660,Wei,Anderson,High Net Worth,808,Low,30,2020,NY
1661,CUST001661,Jennifer,Kim,Mass Market,722,Medium,20,2015,TX
1662,CUST001662,Priya,Jones,Mass Market,725,Medium,20,2022,GA
1663,CUST001663,Raj,Brown,Mass Market,618,High,37,2022,MA
1664,CUST001664,Ava,Kim,Small Business,704,Medium,37,2023,MA
1665,CUST001665,Olivia,Garcia,Mass Market,700,Medium,33,2022,NY
1666,CUST001666,David,Patel,Affluent,709,Medium,38,2021,GA
1667,CUST001667,Ava,Lopez,Mass Market,719,Medium,19,2024,WA
1668,CUST001668,James,Chen,Mass Market,835,Low,3,2015,TX
1669,CUST001669,Jose,Cook,Mass Market,567,High,38,2020,NY
1670,CUST001670,Wei,Brown,Small Business,742,Low,28,2020,WA
1671,CUST001671,Priya,Lopez,Affluent,737,Medium,4,2020,FL
1672,CUST001672,Linda,Khan,Mass Market,721,Medium,20,2018,NC
1673,CUST001673,Ethan,Williams,Mass Market,699,Medium,20,2016,CA
1674,CUST001674,Jennifer,Smith,Mass Market,668,Medium,35,2020,WA
1675,CUST001675,Ahmed,Ali,Mass Market,590,High,28,2015,NC
1676,CUST001676,Priya,Rodriguez,Mass Market,735,Medium,2,2023,MA
1677,CUST001677,James,Hernandez,Mass Market,720,Medium,25,2024,NC
1678,CUST001678,Maria,Chen,Mass Market,720,Medium,7,2021,MA
1679,CUST001679,Ethan,Ali,Mass Market,770,Low,14,2016,WA
1680,CUST001680,Liam,Ali,Mass Market,653,High,22,2022,TX
1681,CUST001681,Elizabeth,Lopez,Mass Market,685,Medium,28,2024,FL
1682,CUST001682,Lucas,Williams,Mass Market,630,High,35,2022,FL
1683,CUST001683,David,Johnson,Affluent,714,Medium,20,2019,NC
